,TP9_theta,TP9_alpha,TP9_beta,TP9_theta_alpha,TP9_beta_alpha,TP9_engagement,AF7_theta,AF7_alpha,AF7_beta,AF7_theta_alpha,AF7_beta_alpha,AF7_engagement,AF8_theta,AF8_alpha,AF8_beta,AF8_theta_alpha,AF8_beta_alpha,AF8_engagement,TP10_theta,TP10_alpha,TP10_beta,TP10_theta_alpha,TP10_beta_alpha,TP10_engagement,alpha_asymmetry,label
10,0.0001943243382735,0.0001442344525344,1.573848275759999e-05,1.2271615632736887,0.1024155880880631,0.1630017314804301,8.860232496157457e-05,7.100067418768335e-05,2.2266064354820985e-05,1.2663323817339398,0.3155387472671256,0.5693854626224882,0.0001261142926946,8.89000345330258e-05,3.803740856301028e-05,1.3679754947498914,0.4484700838277733,0.7644313886864983,9.413279585678131e-05,5.367139382270923e-05,2.5573367765843817e-05,1.741444220397236,0.4912347833974977,0.7714008072703757,-0.0018361204254749,1
11,0.0001978629361666,0.0001497038838051,2.0444808569608013e-05,1.203857101277313,0.1281805680743543,0.2053799456388257,6.597799921951774e-05,6.272531883370074e-05,2.4285339431996245e-05,1.067385578887514,0.3895587916138098,0.7592908463343212,0.0001036093264013,6.815520387876165e-05,2.0945846209675767e-05,1.4659385571332042,0.3221242165500395,0.5328360082633772,9.333810746821555e-05,5.289679430600526e-05,2.7042726913805007e-05,1.7520283192033022,0.5270662281657822,0.8251706062628658,0.0003903770848752,1
12,0.0001609591473106,9.561390323861394e-05,2.29420551592689e-05,1.5333389645146374,0.2252078283977354,0.3295254897337193,6.843266046466803e-05,8.614818932515923e-05,2.439145207189474e-05,0.806087780248837,0.284880820368836,0.620586012056993,8.202890702562966e-05,5.9614341066484675e-05,2.7208210227718268e-05,1.3268814293329383,0.478380769108299,0.825972015916851,7.196668957858021e-05,7.128264442632476e-05,2.522465040684584e-05,1.002441891756877,0.3648256910443194,0.7263976265898602,0.0071243920392403,1
13,0.0001791214000641,0.0001452200387014,1.930570604143322e-05,1.1234777710030213,0.1247760841200361,0.2046705014781263,5.5752476328931645e-05,7.10130942475754e-05,2.411418509282924e-05,0.7966926167385907,0.3416692254736571,0.7474559320439075,0.0001129255206251,6.576128861311477e-05,3.0018600377561244e-05,1.6559138005069334,0.4784588704498268,0.7485146135140943,0.000116161677314,5.667903749447816e-05,3.0902054280099746e-05,2.0349413278370467,0.5620939940796725,0.8143300454148776,0.0026513482068613,1
14,0.0001877346914393,0.0001084059523565,1.8724017746085535e-05,1.5773750278513332,0.1621131057106787,0.2344848829927587,8.9192527703447e-05,6.816026304989647e-05,2.6122025176417363e-05,1.3278905525754858,0.3856091188250466,0.6802101841669344,0.0001083972199545,6.323055203686948e-05,3.257632204201167e-05,1.6531303890697704,0.540007214826354,0.8454743585061052,0.0001290468438229,7.53867699439868e-05,3.126929161517144e-05,1.6996665822591956,0.4276288206788322,0.679637617366005,0.0025232988873429,1
15,0.0002598686937761,0.0001650185216297,1.6356645971492047e-05,1.434382005714531,0.0930323031580954,0.1397688271257413,7.335681771164188e-05,8.325747886313916e-05,3.036581844004852e-05,0.894092175289282,0.3669724360445654,0.7689474001246192,8.449927839092456e-05,7.536157800979112e-05,2.8216326305269648e-05,1.081232161443796,0.3924415401772605,0.7344280912074665,0.0001063619336505,4.171631618065354e-05,3.0188782649703712e-05,2.5315805941264116,0.7460771010986278,0.9556647699144428,0.0034454738839166,1
16,0.0002507921446956,0.0001476092625269,1.408837265287317e-05,1.547547100522213,0.0895817270971843,0.1305877866350873,0.0001129369168386,8.34043271433192e-05,2.897838758862148e-05,1.3740812429516946,0.3495886655531119,0.606457650059612,9.330843965418264e-05,6.708757384353571e-05,2.319841992233102e-05,1.341203813377291,0.3624439086308167,0.6229844141097393,0.00010538218373,7.934766875002973e-05,3.095101256899587e-05,1.3186954459192712,0.4021469233685943,0.7183400835195431,0.0050809900119889,1
17,0.0001384252861644,0.0001403596200213,1.3459706398308432e-05,0.8982904924503676,0.090004788086536,0.1581518973460758,0.000121121397187,9.63760703258247e-05,2.49368556016835e-05,1.2753128178128297,0.2603419694265696,0.4682154423542094,0.0001237488668764,9.3124523011649e-05,2.5042090213738195e-05,1.2814247518924684,0.2818584118561517,0.4937273351563266,0.0001145874442384,8.828097253956017e-05,2.535438515003704e-05,1.288787776420251,0.2960942916982272,0.5340979658663088,0.0028470533201367,1
18,0.0001403602813585,0.0001003447957072,1.6882650705827215e-05,1.2740689563933516,0.157913039568305,0.2479967329949494,0.0001071459973165,8.42880539813586e-05,2.3219425589800535e-05,1.2899562809717582,0.2771769772987138,0.4957939558440865,9.88295475638838e-05,9.08588423572599e-05,2.74316000726045e-05,1.0489035298750315,0.316452424595438,0.598830332720741,9.25733722364943e-05,7.821533411940317e-05,2.6065054099475688e-05,1.1751834419494338,0.3435664807231476,0.6437504464422795,0.000665230418007,1
19,0.0002271581180987,0.0001062312277081,1.6980247946561527e-05,1.947689031072785,0.1500251390301767,0.1979156184338725,0.0001393224973057,5.001110669637747e-05,2.2392312077796607e-05,2.8269612285450294,0.4505097377175157,0.5138561149579635,0.0001288775292495,8.61138324725933e-05,2.6188460302326285e-05,1.4431790724991291,0.3187583234772487,0.5309154608647461,7.857778265354139e-05,7.22330867888701e-05,2.7537125972769048e-05,1.0801276395360355,0.3930307205134589,0.7611182454430858,-0.0058471159885462,1
20,0.0002089413229953,8.945084135237402e-05,1.3114858679863655e-05,2.127568087297272,0.1376104440842545,0.1741002461670109,9.720496936718812e-05,5.0484069834295505e-05,2.3873103915049657e-05,1.95388579659185,0.4758019737186294,0.6833514502996266,0.0001536311919389,8.706131880730243e-05,2.7260125468996195e-05,1.7016494485029277,0.3281913232200402,0.5068150080976622,6.887703089974336e-05,5.62959353760738e-05,3.4508386901545824e-05,1.2148114099848122,0.6319630400793238,1.1683304465814262,-0.0059282095033835,1
21,0.0001392196407807,6.530939689964234e-05,1.800364755164739e-05,1.9416385788851451,0.2587361074234757,0.3418200909914615,7.476626702175659e-05,6.745946439395133e-05,2.8144829732571892e-05,1.1246771603877326,0.419785512778638,0.7997482674344303,0.000140654395021,9.40586068971164e-05,3.1447760392100636e-05,1.4420180741865585,0.3504416091043632,0.583892329359034,9.340082884511076e-05,4.588860508352239e-05,2.667492334142501e-05,2.020958326410227,0.5992973871349739,0.871442846242162,-0.0036037758447586,1
22,0.0002000566776425,0.000100642165542,1.9032582286167932e-05,1.810575486329495,0.1774965655223618,0.2420381305465932,4.977406169652868e-05,7.67844775249122e-05,2.7434452996866857e-05,0.6578012815553886,0.3594964296638204,0.8391536248383538,9.842046684900052e-05,7.533476048248992e-05,2.7845771537410808e-05,1.2598126004702097,0.387425613896866,0.6833684852167468,7.30970583140803e-05,5.143114691455281e-05,2.4193803622643457e-05,1.4111889747201027,0.4849779601346039,0.8409963447626446,0.0020471763816621,1
23,0.0002602304917801,0.0001035405656819,1.6907519243975808e-05,2.289239368915319,0.1532644983365454,0.1870185875004269,6.544512999222011e-05,7.35028665734503e-05,2.5345162353848307e-05,0.9035207376608424,0.3469464998385038,0.7240290301119041,0.0001248901486381,8.090575915517554e-05,3.1214511395093843e-05,1.4885543083037165,0.4043911010407863,0.6643812082015904,7.224869676103746e-05,6.447784669993637e-05,3.1945755920348364e-05,1.112579302544369,0.510795078569041,0.9779815800932852,0.0002558710575764,1
24,0.000184668782593,6.92898097368644e-05,1.5983643413099705e-05,2.427547152171788,0.216510331156016,0.2564029895059465,6.240769677169069e-05,6.18663281240432e-05,2.990243550198178e-05,1.0236438488263864,0.4863220166458734,0.964894791014588,0.0001568451494804,7.492490796216838e-05,3.0273407556035056e-05,2.0186490103762633,0.423506007820752,0.6003780671986759,6.599803144945242e-05,6.230154488612911e-05,3.209944435100987e-05,1.051825390170417,0.5311812776884411,1.0390216178775689,-0.0011079828732084,1
25,0.0001539763949648,6.0155154676578934e-05,1.8398170017054687e-05,2.331443291550673,0.2870608662019993,0.3470637764281661,8.104463411058997e-05,8.011903537659874e-05,2.80153805639797e-05,1.0264873958335807,0.3518297211935474,0.697240243149531,0.0001260691907457,9.979089199880782e-05,2.901438705097612e-05,1.2182432093899105,0.3047522927516113,0.5448328735514752,7.557527794078253e-05,7.650369845662958e-05,2.742650852504744e-05,0.9808640249967128,0.3696001626399503,0.7417066760537782,-0.0019699276360258,1
26,0.0001843609745145,0.0001350955522253,1.5079044601599462e-05,1.2430010661412552,0.1047622906665402,0.1659833640377608,6.850648125333613e-05,9.477406534044657e-05,2.292270281973136e-05,0.7335119912528661,0.2433593426124201,0.5480431673451428,0.0001100981908114,5.968563332707639e-05,2.741929454329826e-05,1.778796698897022,0.4815162592101142,0.7277689913034823,8.450398142647267e-05,6.691337339815863e-05,3.5553950774736e-05,1.2539370377555237,0.5477961834184412,0.9995627357608904,0.0089808620602967,1
